id,kode_provinsi,nama_provinsi,nama_kabupaten_kota,jumlah_penduduk,jumlah_penduduk_miskin,jumlah_pengangguran_terbuka,pdrb_total_adhk,harapan_lama_sekolah,tahun,skor,kesejahteraan,,,,,
198,32,JAWA BARAT,CIREBON,2159580,279600,216174,30623000000,4,2017,53.7773,Tidak Sejahtera,,,,,
199,32,JAWA BARAT,MAJALENGKA,1193720,150300,57418,18789000000,4,2017,40.2021,Tidak Sejahtera,,,,,
200,32,JAWA BARAT,SUMEDANG,1146440,120600,127026,21277000000,4,2017,42.1927,Tidak Sejahtera,,,,,
201,32,JAWA BARAT,INDRAMAYU,1709990,233400,154925,57515000000,4,2017,111.39375,Sangat Sejahtera,,,,,
202,32,JAWA BARAT,SUBANG,1562510,167800,140938,26251000000,3,2017,48.65843333,Tidak Sejahtera,,,,,
203,32,JAWA BARAT,PURWAKARTA,943337,85300,106408,42239000000,3,2017,83.73593333,Sejahtera,,,,,
204,32,JAWA BARAT,KARAWANG,2316490,236800,216823,1.48E+11,3,2017,287.9281833,Sangat Sejahtera,,,,,
205,32,JAWA BARAT,BEKASI,3500020,164000,261801,2.28E+11,4,2017,448.5846167,Sangat Sejahtera,,,,,
206,32,JAWA BARAT,BANDUNG BARAT,1666510,190900,149986,28330000000,3,2017,51.97903333,Tidak Sejahtera,,,,,
207,32,JAWA BARAT,PANGANDARAN,395098,39500,21572,6940000000,4,2017,20.14306667,Sangat Tidak Sejahtera,,,,,
208,32,JAWA BARAT,KOTA BOGOR,1081010,76500,79779,28655000000,4,2017,60.04605,Cukup,,,,,
209,32,JAWA BARAT,KOTA SUKABUMI,323788,27400,30922,7780000000,4,2017,21.55723333,Sangat Tidak Sejahtera,,,,,
210,32,JAWA BARAT,KOTA BANDUNG,2497940,104000,191342,1.73E+11,4,2017,342.4035667,Sangat Sejahtera,,,,,
211,32,JAWA BARAT,KOTA CIREBON,313325,30200,31646,14893000000,4,2017,35.70036667,Sangat Tidak Sejahtera,,,,,
212,32,JAWA BARAT,KOTA BEKASI,2859630,136000,112097,62202000000,4,2017,124.5324833,Sangat Sejahtera,,,,,
213,32,JAWA BARAT,KOTA DEPOK,2254510,52300,177204,42981000000,4,2017,84.23013333,Sejahtera,,,,,
214,32,JAWA BARAT,KOTA CIMAHI,601099,34500,39733,19907000000,4,2017,45.25235,Tidak Sejahtera,,,,,
215,32,JAWA BARAT,KOTA TASIKMALAYA,661404,97900,34195,14028000000,4,2017,32.71458333,Sangat Tidak Sejahtera,,,,,
216,32,JAWA BARAT,KOTA BANJAR,182388,12900,14482,2920000000,4,2017,12.9009,Sangat Tidak Sejahtera,,,,,
217,32,JAWA BARAT,BOGOR,5840900,415000,561310,1.48E+11,4,2018,269.4238333,Sangat Sejahtera,,,,,
218,32,JAWA BARAT,SUKABUMI,2460700,166300,123527,44141000000,4,2018,87.33398333,Sejahtera,,,,,
219,32,JAWA BARAT,CIANJUR,2260600,221600,161633,30320000000,3,2018,54.86501667,Tidak Sejahtera,,,,,
220,32,JAWA BARAT,BANDUNG,3717300,246100,321175,77613000000,4,2018,143.0655833,Sangat Sejahtera,,,,,
221,32,JAWA BARAT,GARUT,2606400,241300,227799,37225000000,3,2018,65.03838333,Cukup,,,,,
222,32,JAWA BARAT,TASIKMALAYA,1751300,172400,159543,23321000000,4,2018,43.79151667,Tidak Sejahtera,,,,,
223,32,JAWA BARAT,CIAMIS,1188600,85700,113511,20879000000,4,2018,42.65411667,Tidak Sejahtera,,,,,
224,32,JAWA BARAT,KUNINGAN,1074500,131200,117873,15822000000,4,2018,31.56368333,Sangat Tidak Sejahtera,,,,,
225,32,JAWA BARAT,CIREBON,2176200,232400,203039,32162000000,4,2018,58.29871667,Cukup,,,,,
226,32,JAWA BARAT,MAJALENGKA,1199300,129300,40057,20007000000,4,2018,43.85615,Tidak Sejahtera,,,,,
227,32,JAWA BARAT,SUMEDANG,1149900,112100,110045,22508000000,4,2018,45.64541667,Tidak Sejahtera,,,,,
228,32,JAWA BARAT,INDRAMAYU,1719200,204200,137536,58288000000,4,2018,114.2958667,Sangat Sejahtera,,,,,
229,32,JAWA BARAT,SUBANG,1579000,136600,133268,27408000000,3,2018,51.87593333,Tidak Sejahtera,,,,,
230,32,JAWA BARAT,PURWAKARTA,953400,75900,88571,44342000000,4,2018,90.99045,Sangat Sejahtera,,,,,
231,32,JAWA BARAT,KARAWANG,2336000,188000,217715,1.57E+11,4,2018,308.6169167,Sangat Sejahtera,,,,,
232,32,JAWA BARAT,BEKASI,3630900,157200,254163,2.42E+11,4,2018,476.56985,Sangat Sejahtera,,,,,
233,32,JAWA BARAT,BANDUNG BARAT,1683700,169000,141936,29889000000,3,2018,55.86453333,Tidak Sejahtera,,,,,
234,32,JAWA BARAT,PANGANDARAN,397200,32200,27367,7309000000,4,2018,20.71298333,Sangat Tidak Sejahtera,,,,,
235,32,JAWA BARAT,KOTA BOGOR,1096800,64900,65479,30414000000,4,2018,64.47238333,Cukup,,,,,
236,32,JAWA BARAT,KOTA SUKABUMI,326300,23200,32075,8210000000,4,2018,22.42958333,Sangat Tidak Sejahtera,,,,,
237,32,JAWA BARAT,KOTA BANDUNG,2503700,89400,196290,1.85E+11,4,2018,366.8635,Sangat Sejahtera,,,,,
238,32,JAWA BARAT,KOTA CIREBON,316300,28000,32357,15817000000,4,2018,37.54948333,Sangat Tidak Sejahtera,,,,,
239,32,JAWA BARAT,KOTA BEKASI,2931900,119800,148647,65845000000,4,2018,130.2609833,Sangat Sejahtera,,,,,
240,32,JAWA BARAT,KOTA DEPOK,2330300,49400,165917,45979000000,4,2018,90.83881667,Sangat Sejahtera,,,,,
241,32,JAWA BARAT,KOTA CIMAHI,607800,29900,42060,21193000000,4,2018,47.78466667,Tidak Sejahtera,,,,,
242,32,JAWA BARAT,KOTA TASIKMALAYA,662700,84200,30749,14859000000,4,2018,34.77721667,Sangat Tidak Sejahtera,,,,,
243,32,JAWA BARAT,KOTA BANJAR,182800,10400,16635,3067000000,4,2018,13.12891667,Sangat Tidak Sejahtera,,,,,
244,32,JAWA BARAT,BOGOR,5965400,395000,634719,1.57E+11,4,2019,283.4327167,Sangat Sejahtera,,,,,
245,32,JAWA BARAT,SUKABUMI,2466300,153300,123315,46628000000,4,2019,92.53525,Sangat Sejahtera,,,,,
246,32,JAWA BARAT,CIANJUR,2263100,207100,170638,32039000000,3,2019,58.09443333,Cukup,,,,,
247,32,JAWA BARAT,BANDUNG,3775300,223200,319390,82547000000,4,2019,153.4045,Sangat Sejahtera,,,,,
248,32,JAWA BARAT,GARUT,2622400,235200,228411,39092000000,3,2019,68.84345,Cukup,,,,,
249,32,JAWA BARAT,TASIKMALAYA,1754100,159900,174358,24587000000,4,2019,45.7911,Tidak Sejahtera,,,,,
250,32,JAWA BARAT,CIAMIS,1195200,79400,109002,22001000000,4,2019,45.22856667,Tidak Sejahtera,,,,,
251,32,JAWA BARAT,KUNINGAN,1080800,123200,105270,16864000000,4,2019,34.41116667,Sangat Tidak Sejahtera,,,,,
252,32,JAWA BARAT,CIREBON,2192900,217600,187493,33668000000,4,2019,62.33468333,Cukup,,,,,
253,32,JAWA BARAT,MAJALENGKA,1205000,121100,43260,21562000000,4,2019,46.94266667,Tidak Sejahtera,,,,,
254,32,JAWA BARAT,SUMEDANG,1152400,104200,112244,23933000000,4,2019,48.51713333,Tidak Sejahtera,,,,,
255,32,JAWA BARAT,INDRAMAYU,1728500,191900,148132,60153000000,4,2019,117.7010667,Sangat Sejahtera,,,,,
256,32,JAWA BARAT,SUBANG,1595800,129200,128462,28673000000,3,2019,54.76956667,Tidak Sejahtera,,,,,
257,32,JAWA BARAT,PURWAKARTA,962900,71900,87335,46278000000,4,2019,94.99091667,Sangat Sejahtera,,,,,
258,32,JAWA BARAT,KARAWANG,2353900,173700,215146,1.64E+11,4,2019,322.2417,Sangat Sejahtera,,,,,
259,32,JAWA BARAT,BEKASI,3763900,149400,250676,2.52E+11,4,2019,495.9822,Sangat Sejahtera,,,,,
260,32,JAWA BARAT,BANDUNG BARAT,1699900,159000,135992,31398000000,3,2019,59.3464,Cukup,,,,,
261,32,JAWA BARAT,PANGANDARAN,399300,30700,27512,7743000000,4,2019,21.59873333,Sangat Tidak Sejahtera,,,,,
262,32,JAWA BARAT,KOTA BOGOR,1112100,64000,66170,32296000000,4,2019,68.21683333,Cukup,,,,,
263,32,JAWA BARAT,KOTA SUKABUMI,328700,21900,29945,8664000000,4,2019,23.46575,Sangat Tidak Sejahtera,,,,,
264,32,JAWA BARAT,KOTA BANDUNG,2507900,84700,201886,1.98E+11,4,2019,391.7800333,Sangat Sejahtera,,,,,
265,32,JAWA BARAT,KOTA CIREBON,319300,26800,31323,16812000000,4,2019,39.61118333,Sangat Tidak Sejahtera,,,,,
266,32,JAWA BARAT,KOTA BEKASI,3003900,113700,165515,69407000000,4,2019,136.64325,Sangat Sejahtera,,,,,
267,32,JAWA BARAT,KOTA DEPOK,2406800,49400,176900,49077000000,4,2019,96.48566667,Sangat Sejahtera,,,,,
268,32,JAWA BARAT,KOTA CIMAHI,614300,26900,38762,22856000000,4,2019,51.32556667,Tidak Sejahtera,,,,,
269,32,JAWA BARAT,KOTA TASIKMALAYA,663500,77000,34237,15746000000,4,2019,36.49681667,Sangat Tidak Sejahtera,,,,,
270,32,JAWA BARAT,KOTA BANJAR,183100,10100,17724,3221000000,4,2019,13.38746667,Sangat Tidak Sejahtera,,,,,
271,32,JAWA BARAT,BOGOR,5409370,465700,559870,1.54E+11,4,2020,280.4728333,Sangat Sejahtera,,,,,
272,32,JAWA BARAT,SUKABUMI,2718740,175100,118809,46205000000,4,2020,91.55121667,Sangat Sejahtera,,,,,
273,32,JAWA BARAT,CIANJUR,2470560,234500,190233,31792000000,3,2020,56.16401667,Cukup,,,,,
274,32,JAWA BARAT,BANDUNG,3616540,263600,301981,81061000000,4,2020,150.6296167,Sangat Sejahtera,,,,,
275,32,JAWA BARAT,GARUT,2577350,262800,223714,38598000000,3,2020,67.6303,Cukup,,,,,
276,32,JAWA BARAT,TASIKMALAYA,1861060,181500,181081,24345000000,4,2020,44.61095,Tidak Sejahtera,,,,,
277,32,JAWA BARAT,CIAMIS,1226050,91400,118682,21970000000,4,2020,44.48256667,Tidak Sejahtera,,,,,
278,32,JAWA BARAT,KUNINGAN,1162590,139200,104633,16883000000,4,2020,34.21435,Sangat Tidak Sejahtera,,,,,
279,32,JAWA BARAT,CIREBON,2270350,247900,187077,33304000000,4,2020,61.12248333,Cukup,,,,,
280,32,JAWA BARAT,MAJALENGKA,1301570,138200,58831,21755000000,4,2020,46.26511667,Tidak Sejahtera,,,,,
281,32,JAWA BARAT,SUMEDANG,1149470,118400,105291,23665000000,4,2020,48.09211667,Tidak Sejahtera,,,,,
282,32,JAWA BARAT,INDRAMAYU,1829230,220300,155302,59200000000,4,2020,114.9632333,Sangat Sejahtera,,,,,
283,32,JAWA BARAT,SUBANG,1605250,149800,131309,28344000000,3,2020,53.62588333,Tidak Sejahtera,,,,,
284,32,JAWA BARAT,PURWAKARTA,994330,80200,89887,45293000000,4,2020,92.75498333,Sangat Sejahtera,,,,,
285,32,JAWA BARAT,KARAWANG,2434090,195400,202029,1.58E+11,4,2020,310.0638833,Sangat Sejahtera,,,,,
286,32,JAWA BARAT,BEKASI,3101730,186300,189826,2.43E+11,4,2020,481.3457,Sangat Sejahtera,,,,,
287,32,JAWA BARAT,BANDUNG BARAT,1782190,179500,144179,30640000000,3,2020,57.07938333,Cukup,,,,,
288,32,JAWA BARAT,PANGANDARAN,422410,36100,28639,7739000000,4,2020,21.44438333,Sangat Tidak Sejahtera,,,,,
289,32,JAWA BARAT,KOTA BOGOR,1040570,75000,64099,32163000000,4,2020,67.87105,Cukup,,,,,
290,32,JAWA BARAT,KOTA SUKABUMI,344830,25400,49276,8535000000,4,2020,22.18286667,Sangat Tidak Sejahtera,,,,,
291,32,JAWA BARAT,KOTA BANDUNG,2438350,100000,234082,1.93E+11,4,2020,380.9192333,Sangat Sejahtera,,,,,
292,32,JAWA BARAT,KOTA CIREBON,332580,30600,36750,16648000000,4,2020,38.9485,Sangat Tidak Sejahtera,,,,,
293,32,JAWA BARAT,KOTA BEKASI,2536120,134000,217599,67619000000,4,2020,130.1247167,Sangat Sejahtera,,,,,
294,32,JAWA BARAT,KOTA DEPOK,2046830,60400,183396,48136000000,4,2020,94.09553333,Sangat Sejahtera,,,,,
295,32,JAWA BARAT,KOTA CIMAHI,566170,31600,40311,22341000000,4,2020,50.13978333,Tidak Sejahtera,,,,,
296,32,JAWA BARAT,KOTA TASIKMALAYA,713670,86100,40394,15430000000,4,2020,35.4053,Sangat Tidak Sejahtera,,,,,
297,32,JAWA BARAT,KOTA BANJAR,200270,11200,22470,3252000000,4,2020,13.19383333,Sangat Tidak Sejahtera,,,,,
298,32,JAWA BARAT,BOGOR,5484150,491200,631774,1.60E+11,4,2021,287.4046333,Sangat Sejahtera,,,,,
299,32,JAWA BARAT,SUKABUMI,2747450,194400,160451,47936000000,4,2021,92.60945,Sangat Sejahtera,,,,,
300,32,JAWA BARAT,CIANJUR,2500640,260000,247313,32898000000,3,2021,55.09701667,Tidak Sejahtera,,,,,
301,32,JAWA BARAT,BANDUNG,3652400,269200,336386,83949000000,4,2021,154.5920333,Sangat Sejahtera,,,,,
302,32,JAWA BARAT,GARUT,2613530,281400,247763,39981000000,4,2021,70.88385,Cukup,,,,,
303,32,JAWA BARAT,TASIKMALAYA,1876890,200600,207772,25179000000,4,2021,44.62606667,Tidak Sejahtera,,,,,
304,32,JAWA BARAT,CIAMIS,1234830,96600,142252,22775000000,4,2021,44.8274,Tidak Sejahtera,,,,,
305,32,JAWA BARAT,KUNINGAN,1175950,143400,135705,17484000000,4,2021,33.79275,Sangat Tidak Sejahtera,,,,,
306,32,JAWA BARAT,CIREBON,2301330,271000,281913,34128000000,4,2021,57.64368333,Cukup,,,,,
307,32,JAWA BARAT,MAJALENGKA,1315010,151100,66803,22789000000,4,2021,47.71951667,Tidak Sejahtera,,,,,
308,32,JAWA BARAT,SUMEDANG,1159260,126300,146994,24415000000,4,2021,47.3753,Tidak Sejahtera,,,,,
309,32,JAWA BARAT,INDRAMAYU,1851730,228600,225356,59545000000,4,2021,112.0122,Sangat Sejahtera,,,,,
310,32,JAWA BARAT,SUBANG,1620700,159000,181356,28961000000,3,2021,52.2042,Tidak Sejahtera,,,,,
311,32,JAWA BARAT,PURWAKARTA,1008930,84300,110680,46840000000,4,2021,94.741,Sangat Sejahtera,,,,,
312,32,JAWA BARAT,KARAWANG,2465570,210800,263323,1.67E+11,4,2021,325.2025167,Sangat Sejahtera,,,,,
313,32,JAWA BARAT,BEKASI,3148740,202700,310781,2.52E+11,4,2021,492.6406167,Sangat Sejahtera,,,,,
314,32,JAWA BARAT,BANDUNG BARAT,1808420,190800,240520,31702000000,3,2021,54.198,Tidak Sejahtera,,,,,
315,32,JAWA BARAT,PANGANDARAN,425590,39100,34005,8023000000,4,2021,21.69408333,Sangat Tidak Sejahtera,,,,,
316,32,JAWA BARAT,KOTA BOGOR,1050920,80100,70727,33372000000,4,2021,69.87265,Cukup,,,,,
317,32,JAWA BARAT,KOTA SUKABUMI,350150,27200,42788,8851000000,4,2021,23.10926667,Sangat Tidak Sejahtera,,,,,
318,32,JAWA BARAT,KOTA BANDUNG,2461410,112500,234080,2.00E+11,4,2021,395.249,Sangat Sejahtera,,,,,
319,32,JAWA BARAT,KOTA CIREBON,335810,32000,31297,17156000000,4,2021,40.21381667,Tidak Sejahtera,,,,,
320,32,JAWA BARAT,KOTA BEKASI,2568020,144100,213659,69797000000,4,2021,134.5093833,Sangat Sejahtera,,,,,
321,32,JAWA BARAT,KOTA DEPOK,2081130,63900,180642,49947000000,4,2021,97.7969,Sangat Sejahtera,,,,,
322,32,JAWA BARAT,KOTA CIMAHI,574450,32500,35386,23276000000,4,2021,52.24103333,Tidak Sejahtera,,,,,
323,32,JAWA BARAT,KOTA TASIKMALAYA,723100,89500,36589,15981000000,4,2021,36.64088333,Sangat Tidak Sejahtera,,,,,
324,32,JAWA BARAT,KOTA BANJAR,202720,13400,23678,3365000000,4,2021,13.32276667,Sangat Tidak Sejahtera,,,,,
325,32,JAWA BARAT,BOGOR,5556310,474700,576745,1.68E+11,4,2022,307.1830833,Sangat Sejahtera,,,,,
326,32,JAWA BARAT,SUKABUMI,2775310,186300,158470,50389000000,4,2022,97.7495,Sangat Sejahtera,,,,,
327,32,JAWA BARAT,CIANJUR,2529810,246800,232237,34556000000,4,2022,61.38681667,Cukup,,,,,
328,32,JAWA BARAT,BANDUNG,3687250,258600,306042,88438000000,4,2022,165.2639,Sangat Sejahtera,,,,,
329,32,JAWA BARAT,GARUT,2648950,276700,258802,42013000000,4,2022,74.47423333,Sejahtera,,,,,
330,32,JAWA BARAT,TASIKMALAYA,1892220,194100,202468,26362000000,4,2022,47.3656,Tidak Sejahtera,,,,,
331,32,JAWA BARAT,CIAMIS,1243320,94000,147085,23919000000,4,2022,46.91708333,Tidak Sejahtera,,,,,
332,32,JAWA BARAT,KUNINGAN,1189010,140300,119971,18450000000,4,2022,36.56311667,Sangat Tidak Sejahtera,,,,,
333,32,JAWA BARAT,CIREBON,2331360,266100,271603,35524000000,4,2022,61.03285,Cukup,,,,,
334,32,JAWA BARAT,MAJALENGKA,1328010,147100,43160,24298000000,4,2022,51.98633333,Tidak Sejahtera,,,,,
335,32,JAWA BARAT,SUMEDANG,1168840,120100,137806,25595000000,4,2022,50.29803333,Tidak Sejahtera,,,,,
336,32,JAWA BARAT,INDRAMAYU,1873400,225000,201953,61260000000,4,2022,116.67235,Sangat Sejahtera,,,,,
337,32,JAWA BARAT,SUBANG,1635560,155300,187435,30203000000,3,2022,54.44591667,Tidak Sejahtera,,,,,
338,32,JAWA BARAT,PURWAKARTA,1023180,83400,107741,49293000000,4,2022,99.80895,Sangat Sejahtera,,,,,
339,32,JAWA BARAT,KARAWANG,2496190,199900,271585,1.77E+11,4,2022,346.0310833,Sangat Sejahtera,,,,,
340,32,JAWA BARAT,BEKASI,3193840,201100,311719,2.65E+11,4,2022,519.3023833,Sangat Sejahtera,,,,,
341,32,JAWA BARAT,BANDUNG BARAT,1834230,183700,239734,33393000000,3,2022,57.73763333,Cukup,,,,,
342,32,JAWA BARAT,PANGANDARAN,428600,37900,32831,8426000000,4,2022,22.57878333,Sangat Tidak Sejahtera,,,,,
343,32,JAWA BARAT,KOTA BOGOR,1060940,79200,64611,35259000000,4,2022,73.96745,Sejahtera,,,,,
344,32,JAWA BARAT,KOTA SUKABUMI,355420,26600,37817,9324000000,4,2022,24.31381667,Sangat Tidak Sejahtera,,,,,
345,32,JAWA BARAT,KOTA BANDUNG,2484150,109800,193018,2.11E+11,4,2022,419.0211,Sangat Sejahtera,,,,,
346,32,JAWA BARAT,KOTA CIREBON,338940,31500,28505,18030000000,4,2022,42.10975,Tidak Sejahtera,,,,,
347,32,JAWA BARAT,KOTA BEKASI,2598070,137400,181345,73261000000,4,2022,143.16475,Sangat Sejahtera,,,,,
348,32,JAWA BARAT,KOTA DEPOK,2113620,64400,160635,52565000000,4,2022,104.0249167,Sangat Sejahtera,,,,,
349,32,JAWA BARAT,KOTA CIMAHI,582650,31200,24297,24653000000,4,2022,55.57115,Tidak Sejahtera,,,,,
350,32,JAWA BARAT,KOTA TASIKMALAYA,732480,87100,27468,16781000000,4,2022,38.73693333,Sangat Tidak Sejahtera,,,,,
351,32,JAWA BARAT,KOTA BANJAR,205140,12700,20124,3517000000,4,2022,13.81613333,Sangat Tidak Sejahtera,,,,,
352,32,JAWA BARAT,BOGOR,5627020,453800,456351,1.77E+11,4,2023,330.9871167,Sangat Sejahtera,,,,,
353,32,JAWA BARAT,SUKABUMI,2802400,178700,116580,52994000000,4,2023,105.1806667,Sangat Sejahtera,,,,,
354,32,JAWA BARAT,CIANJUR,2558140,240100,197488,36340000000,4,2023,66.80393333,Cukup,,,,,
355,32,JAWA BARAT,BANDUNG,3721110,245500,241500,92830000000,4,2023,177.4933333,Sangat Sejahtera,,,,,
356,32,JAWA BARAT,GARUT,2683670,260500,208521,44087000000,4,2023,81.40628333,Sejahtera,,,,,
357,32,JAWA BARAT,TASIKMALAYA,1907050,186900,166867,27599000000,4,2023,51.73965,Tidak Sejahtera,,,,,
358,32,JAWA BARAT,CIAMIS,1251540,90800,123527,25112000000,4,2023,50.53431667,Tidak Sejahtera,,,,,
359,32,JAWA BARAT,KUNINGAN,1201760,133900,123901,19419000000,4,2023,38.41128333,Sangat Tidak Sejahtera,,,,,
360,32,JAWA BARAT,CIREBON,2360440,249200,227310,37247000000,4,2023,66.97516667,Cukup,,,,,
361,32,JAWA BARAT,MAJALENGKA,1340620,138700,20914,25793000000,4,2023,56.22863333,Cukup,,,,,
362,32,JAWA BARAT,SUMEDANG,1178240,111400,127014,26877000000,4,2023,53.54663333,Tidak Sejahtera,,,,,
363,32,JAWA BARAT,INDRAMAYU,1894330,214700,167269,67238000000,4,2023,130.5342167,Sangat Sejahtera,,,,,
364,32,JAWA BARAT,SUBANG,1649820,152300,157558,31605000000,3,2023,58.79376667,Cukup,,,,,
365,32,JAWA BARAT,PURWAKARTA,1037070,81500,87321,51741000000,4,2023,105.7576167,Sangat Sejahtera,,,,,
366,32,JAWA BARAT,KARAWANG,2526000,187200,222541,1.87E+11,4,2023,367.85695,Sangat Sejahtera,,,,,
367,32,JAWA BARAT,BEKASI,3237420,204100,253166,2.79E+11,4,2023,550.3900333,Sangat Sejahtera,,,,,
368,32,JAWA BARAT,BANDUNG BARAT,1859640,179400,200283,35062000000,3,2023,63.11985,Cukup,,,,,
369,32,JAWA BARAT,PANGANDARAN,431460,36700,28563,8870000000,4,2023,23.70018333,Sangat Tidak Sejahtera,,,,,
370,32,JAWA BARAT,KOTA BOGOR,1070720,75000,59211,37055000000,4,2023,77.89945,Sejahtera,,,,,
371,32,JAWA BARAT,KOTA SUKABUMI,360640,25000,30546,9802000000,4,2023,25.66003333,Sangat Tidak Sejahtera,,,,,
372,32,JAWA BARAT,KOTA BANDUNG,2506600,102800,183483,2.22E+11,4,2023,441.0505167,Sangat Sejahtera,,,,,
373,32,JAWA BARAT,KOTA CIREBON,341980,29500,26367,18934000000,4,2023,44.05798333,Tidak Sejahtera,,,,,
374,32,JAWA BARAT,KOTA BEKASI,2627210,129400,171294,77242000000,4,2023,151.7626333,Sangat Sejahtera,,,,,
375,32,JAWA BARAT,KOTA DEPOK,2145400,62000,157258,55222000000,4,2023,109.5477667,Sangat Sejahtera,,,,,
376,32,JAWA BARAT,KOTA CIMAHI,590780,28600,22981,25932000000,4,2023,58.23828333,Cukup,,,,,
377,32,JAWA BARAT,KOTA TASIKMALAYA,741760,79400,26110,17782000000,4,2023,40.93516667,Tidak Sejahtera,,,,,
378,32,JAWA BARAT,KOTA BANJAR,207510,11700,19693,3682000000,4,2023,14.18435,Sangat Tidak Sejahtera,,,,,
379,32,JAWA BARAT,BOGOR,5682300,446800,434696,1.86E+11,4,2024,350.5825333,Sangat Sejahtera,,,,,
380,32,JAWA BARAT,SUKABUMI,2828020,175900,116514,55724000000,4,2024,110.6906333,Sangat Sejahtera,,,,,
381,32,JAWA BARAT,CIANJUR,2584990,239300,179398,38208000000,4,2024,71.45776667,Cukup,,,,,
382,32,JAWA BARAT,BANDUNG,3753120,239900,242452,97510000000,4,2024,186.8990667,Sangat Sejahtera,,,,,
383,32,JAWA BARAT,GARUT,2716950,259300,207847,46271000000,4,2024,85.82798333,Sejahtera,,,,,
384,32,JAWA BARAT,TASIKMALAYA,1920920,186800,148295,28880000000,4,2024,55.23191667,Tidak Sejahtera,,,,,
385,32,JAWA BARAT,CIAMIS,1259230,90800,112701,26361000000,4,2024,53.57361667,Tidak Sejahtera,,,,,
386,32,JAWA BARAT,KUNINGAN,1213930,131800,107676,20507000000,4,2024,41.43353333,Tidak Sejahtera,,,,,
387,32,JAWA BARAT,CIREBON,2387960,245900,193664,39418000000,4,2024,73.05446667,Sejahtera,,,,,
388,32,JAWA BARAT,MAJALENGKA,1352540,134600,20559,27439000000,4,2024,59.60671667,Cukup,,,,,
389,32,JAWA BARAT,SUMEDANG,1187130,108900,111472,27966000000,4,2024,56.5434,Cukup,,,,,
390,32,JAWA BARAT,INDRAMAYU,1914040,212100,163268,68702000000,4,2024,133.7056,Sangat Sejahtera,,,,,
391,32,JAWA BARAT,SUBANG,1663160,152600,146857,33126000000,4,2024,64.36581667,Cukup,,,,,
392,32,JAWA BARAT,PURWAKARTA,1050340,81400,80456,54142000000,4,2024,110.9045333,Sangat Sejahtera,,,,,
393,32,JAWA BARAT,KARAWANG,2554380,187800,201796,1.95E+11,4,2024,384.5862,Sangat Sejahtera,,,,,
394,32,JAWA BARAT,BEKASI,3273870,204500,228189,2.94E+11,4,2024,580.5122167,Sangat Sejahtera,,,,,
395,32,JAWA BARAT,BANDUNG BARAT,1884190,179700,198217,36794000000,3,2024,66.68215,Cukup,,,,,
396,32,JAWA BARAT,PANGANDARAN,434100,36000,28434,9324000000,4,2024,24.6263,Sangat Tidak Sejahtera,,,,,
397,32,JAWA BARAT,KOTA BOGOR,1078350,73900,58554,38965000000,4,2024,81.77063333,Sejahtera,,,,,
398,32,JAWA BARAT,KOTA SUKABUMI,365740,24100,26845,10303000000,4,2024,26.86208333,Sangat Tidak Sejahtera,,,,,
399,32,JAWA BARAT,KOTA BANDUNG,2528160,101100,179752,2.33E+11,4,2024,463.4354,Sangat Sejahtera,,,,,
400,32,JAWA BARAT,KOTA CIREBON,344850,29200,20657,19884000000,4,2024,46.24848333,Tidak Sejahtera,,,,,
401,32,JAWA BARAT,KOTA BEKASI,2644060,128800,168162,81252000000,4,2024,159.9492333,Sangat Sejahtera,,,,,
402,32,JAWA BARAT,KOTA DEPOK,2163640,62600,150589,58242000000,4,2024,115.9112167,Sangat Sejahtera,,,,,
403,32,JAWA BARAT,KOTA CIMAHI,598700,27000,22391,27297000000,4,2024,61.02445,Cukup,,,,,
404,32,JAWA BARAT,KOTA TASIKMALAYA,750730,76700,25300,18710000000,4,2024,42.87666667,Tidak Sejahtera,,,,,
405,32,JAWA BARAT,KOTA BANJAR,209790,11200,16322,3884000000,4,2024,14.76523333,Sangat Tidak Sejahtera,,,,,
