id,kode_provinsi,nama_provinsi,nama_kabupaten_kota,jumlah_penduduk,jumlah_penduduk_miskin,persentase_penduduk_miskin,tingkat_pengangguran_terbuka,pdrb_total_adhk,harapan_lama_sekolah,tahun,skor,kesejahteraan
270,32,JAWA BARAT,KOTA BANJAR,183100,10100,5.5,9.68,3221000000    ,13.22,2019,35.91061196,TIDAK SEJAHTERA
271,32,JAWA BARAT,BOGOR,5409370,465700,7.69,10.35,154114000000    ,12.48,2020,29.83830427,TIDAK SEJAHTERA
272,32,JAWA BARAT,SUKABUMI,2718740,175100,7.09,4.37,46205000000    ,12.23,2020,30.65826624,TIDAK SEJAHTERA
273,32,JAWA BARAT,CIANJUR,2470560,234500,10.36,7.7,31792000000    ,11.99,2020,39.26133306,TIDAK SEJAHTERA
274,32,JAWA BARAT,BANDUNG,3616540,263600,6.91,8.35,81061000000    ,12.69,2020,29.48248703,TIDAK SEJAHTERA
275,32,JAWA BARAT,GARUT,2577350,262800,9.98,8.68,38598000000    ,11.91,2020,39.62004328,TIDAK SEJAHTERA
276,32,JAWA BARAT,TASIKMALAYA,1861060,181500,10.34,9.73,24345000000    ,12.53,2020,40.25898534,CUKUP SEJAHTERA
277,32,JAWA BARAT,CIAMIS,1226050,91400,7.62,9.68,21970000000    ,14.06,2020,36.21504985,TIDAK SEJAHTERA
278,32,JAWA BARAT,KUNINGAN,1162590,139200,12.82,9,16883000000    ,12.22,2020,45.38733997,CUKUP SEJAHTERA
279,32,JAWA BARAT,CIREBON,2270350,247900,11.24,8.24,33304000000    ,12.25,2020,42.27256925,CUKUP SEJAHTERA
280,32,JAWA BARAT,MAJALENGKA,1301570,138200,11.43,4.52,21755000000    ,12.22,2020,42.79211163,CUKUP SEJAHTERA
281,32,JAWA BARAT,SUMEDANG,1149470,118400,10.26,9.16,23665000000    ,12.97,2020,41.29135578,CUKUP SEJAHTERA
282,32,JAWA BARAT,INDRAMAYU,1829230,220300,12.7,8.49,59200000000    ,12.25,2020,45.33684332,CUKUP SEJAHTERA
283,32,JAWA BARAT,SUBANG,1605250,149800,9.31,8.18,28344000000    ,11.7,2020,38.94999789,TIDAK SEJAHTERA
284,32,JAWA BARAT,PURWAKARTA,994330,80200,8.27,9.04,45293000000    ,12.11,2020,37.85644519,TIDAK SEJAHTERA
285,32,JAWA BARAT,KARAWANG,2434090,195400,8.26,8.3,157711000000    ,12.09,2020,34.90703347,TIDAK SEJAHTERA
286,32,JAWA BARAT,BEKASI,3101730,186300,4.82,6.12,242971000000    ,13.09,2020,26.11999776,TIDAK SEJAHTERA
287,32,JAWA BARAT,BANDUNG BARAT,1782190,179500,10.49,8.09,30640000000    ,11.87,2020,40.82666456,CUKUP SEJAHTERA
288,32,JAWA BARAT,PANGANDARAN,422410,36100,8.99,6.78,7739000000    ,12.07,2020,39.97880296,TIDAK SEJAHTERA
289,32,JAWA BARAT,KOTA BOGOR,1040570,75000,6.68,6.16,32163000000    ,13.41,2020,35.37788255,TIDAK SEJAHTERA
290,32,JAWA BARAT,KOTA SUKABUMI,344830,25400,7.7,14.29,8535000000    ,13.47,2020,38.34562662,TIDAK SEJAHTERA
291,32,JAWA BARAT,KOTA BANDUNG,2438350,100000,3.99,9.6,193145000000    ,14.2,2020,24.73179671,TIDAK SEJAHTERA
292,32,JAWA BARAT,KOTA CIREBON,332580,30600,9.52,11.05,16648000000    ,13.12,2020,40.889807,CUKUP SEJAHTERA
293,32,JAWA BARAT,KOTA BEKASI,2536120,134000,4.38,8.58,67619000000    ,14,2020,26.37416623,TIDAK SEJAHTERA
294,32,JAWA BARAT,KOTA DEPOK,2046830,60400,2.45,8.96,48136000000    ,13.92,2020,23.23947953,TIDAK SEJAHTERA
295,32,JAWA BARAT,KOTA CIMAHI,566170,31600,5.11,7.12,22341000000    ,13.8,2020,34.16680567,TIDAK SEJAHTERA
296,32,JAWA BARAT,KOTA TASIKMALAYA,713670,86100,12.97,5.66,15430000000    ,13.45,2020,45.58408849,CUKUP SEJAHTERA
297,32,JAWA BARAT,KOTA BANJAR,200270,11200,6.09,11.22,3252000000    ,13.23,2020,36.56049974,TIDAK SEJAHTERA
298,32,JAWA BARAT,BOGOR,5484150,491200,8.13,11.52,159590000000    ,12.49,2021,31.22651686,TIDAK SEJAHTERA
299,32,JAWA BARAT,SUKABUMI,2747450,194400,7.7,5.84,47936000000    ,12.24,2021,32.21384105,TIDAK SEJAHTERA
300,32,JAWA BARAT,CIANJUR,2500640,260000,11.18,9.89,32898000000    ,12,2021,41.38649871,CUKUP SEJAHTERA
301,32,JAWA BARAT,BANDUNG,3652400,269200,7.15,9.21,83949000000    ,12.7,2021,29.82945391,TIDAK SEJAHTERA
302,32,JAWA BARAT,GARUT,2613530,281400,10.65,9.48,39981000000    ,12.03,2021,41.16476931,CUKUP SEJAHTERA
303,32,JAWA BARAT,TASIKMALAYA,1876890,200600,11.15,11.07,25179000000    ,12.54,2021,42.12560479,CUKUP SEJAHTERA
304,32,JAWA BARAT,CIAMIS,1234830,96600,7.97,11.52,22775000000    ,14.2,2021,36.84251314,TIDAK SEJAHTERA
305,32,JAWA BARAT,KUNINGAN,1175950,143400,13.1,11.54,17484000000    ,12.23,2021,45.84943278,CUKUP SEJAHTERA
306,32,JAWA BARAT,CIREBON,2301330,271000,12.3,12.25,34128000000    ,12.27,2021,44.55589811,CUKUP SEJAHTERA
307,32,JAWA BARAT,MAJALENGKA,1315010,151100,12.33,5.08,22789000000    ,12.23,2021,44.45737864,CUKUP SEJAHTERA
308,32,JAWA BARAT,SUMEDANG,1159260,126300,10.71,12.68,24415000000    ,12.98,2021,42.17460216,CUKUP SEJAHTERA
309,32,JAWA BARAT,INDRAMAYU,1851730,228600,13.04,12.17,59545000000    ,12.26,2021,46.02914683,CUKUP SEJAHTERA
310,32,JAWA BARAT,SUBANG,1620700,159000,10.03,11.19,28961000000    ,11.71,2021,40.19177049,CUKUP SEJAHTERA
311,32,JAWA BARAT,PURWAKARTA,1008930,84300,8.83,10.97,46840000000    ,12.12,2021,38.64332778,TIDAK SEJAHTERA
312,32,JAWA BARAT,KARAWANG,2465570,210800,8.95,10.68,166941000000    ,12.1,2021,36.33753066,TIDAK SEJAHTERA
313,32,JAWA BARAT,BEKASI,3148740,202700,5.21,9.87,251779000000    ,13.1,2021,27.14421947,TIDAK SEJAHTERA
314,32,JAWA BARAT,BANDUNG BARAT,1808420,190800,11.3,13.3,31702000000    ,11.88,2021,42.21983773,CUKUP SEJAHTERA
315,32,JAWA BARAT,PANGANDARAN,425590,39100,9.65,7.99,8023000000    ,12.08,2021,40.89985419,CUKUP SEJAHTERA
316,32,JAWA BARAT,KOTA BOGOR,1050920,80100,7.24,6.73,33372000000    ,13.42,2021,36.24363999,TIDAK SEJAHTERA
317,32,JAWA BARAT,KOTA SUKABUMI,350150,27200,8.25,12.22,8851000000    ,13.58,2021,39.0577847,TIDAK SEJAHTERA
318,32,JAWA BARAT,KOTA BANDUNG,2461410,112500,4.37,9.51,200414000000    ,14.21,2021,25.68889475,TIDAK SEJAHTERA
319,32,JAWA BARAT,KOTA CIREBON,335810,32000,10.03,9.32,17156000000    ,13.13,2021,41.54578344,CUKUP SEJAHTERA
320,32,JAWA BARAT,KOTA BEKASI,2568020,144100,4.74,8.32,69797000000    ,14.1,2021,27.12631468,TIDAK SEJAHTERA
321,32,JAWA BARAT,KOTA DEPOK,2081130,63900,2.58,8.68,49947000000    ,13.93,2021,23.35346155,TIDAK SEJAHTERA
322,32,JAWA BARAT,KOTA CIMAHI,574450,32500,5.35,6.16,23276000000    ,13.81,2021,34.43942254,TIDAK SEJAHTERA
323,32,JAWA BARAT,KOTA TASIKMALAYA,723100,89500,13.13,5.06,15981000000    ,13.46,2021,45.88400912,CUKUP SEJAHTERA
324,32,JAWA BARAT,KOTA BANJAR,202720,13400,7.11,11.68,3365000000    ,13.24,2021,37.8784473,TIDAK SEJAHTERA
325,32,JAWA BARAT,BOGOR,5556310,474700,7.73,10.38,167966000000    ,12.5,2022,29.41745295,TIDAK SEJAHTERA
326,32,JAWA BARAT,SUKABUMI,2775310,186300,7.34,5.71,50389000000    ,12.25,2022,31.16917178,TIDAK SEJAHTERA
327,32,JAWA BARAT,CIANJUR,2529810,246800,10.55,9.18,34556000000    ,12.01,2022,39.74078837,TIDAK SEJAHTERA
328,32,JAWA BARAT,BANDUNG,3687250,258600,6.8,8.3,88438000000    ,12.71,2022,28.6223135,TIDAK SEJAHTERA
329,32,JAWA BARAT,GARUT,2648950,276700,10.42,9.77,42013000000    ,12.15,2022,40.4079241,CUKUP SEJAHTERA
330,32,JAWA BARAT,TASIKMALAYA,1892220,194100,10.73,10.7,26362000000    ,12.59,2022,41.17046816,CUKUP SEJAHTERA
331,32,JAWA BARAT,CIAMIS,1243320,94000,7.72,11.83,23919000000    ,14.28,2022,36.33938644,TIDAK SEJAHTERA
332,32,JAWA BARAT,KUNINGAN,1189010,140300,12.76,10.09,18450000000    ,12.24,2022,45.18306693,CUKUP SEJAHTERA
333,32,JAWA BARAT,CIREBON,2331360,266100,12.01,11.65,35524000000    ,12.28,2022,43.74978912,CUKUP SEJAHTERA
334,32,JAWA BARAT,MAJALENGKA,1328010,147100,11.94,3.25,24298000000    ,12.24,2022,43.68392304,CUKUP SEJAHTERA
335,32,JAWA BARAT,SUMEDANG,1168840,120100,10.14,11.79,25595000000    ,12.99,2022,41.0900752,CUKUP SEJAHTERA
336,32,JAWA BARAT,INDRAMAYU,1873400,225000,12.77,10.78,61260000000    ,12.27,2022,45.36736825,CUKUP SEJAHTERA
337,32,JAWA BARAT,SUBANG,1635560,155300,9.75,11.46,30203000000    ,11.78,2022,39.55513008,TIDAK SEJAHTERA
338,32,JAWA BARAT,PURWAKARTA,1023180,83400,8.7,10.53,49293000000    ,12.13,2022,38.33811879,TIDAK SEJAHTERA
339,32,JAWA BARAT,KARAWANG,2496190,199900,8.44,10.88,177471000000    ,12.19,2022,34.94803122,TIDAK SEJAHTERA
340,32,JAWA BARAT,BEKASI,3193840,201100,5.01,9.76,265120000000    ,13.11,2022,26.52564258,TIDAK SEJAHTERA
341,32,JAWA BARAT,BANDUNG BARAT,1834230,183700,10.82,13.07,33393000000    ,11.89,2022,41.09558024,CUKUP SEJAHTERA
342,32,JAWA BARAT,PANGANDARAN,428600,37900,9.32,7.66,8426000000    ,12.11,2022,40.40772144,CUKUP SEJAHTERA
343,32,JAWA BARAT,KOTA BOGOR,1060940,79200,7.1,6.09,35259000000    ,13.43,2022,35.95272954,TIDAK SEJAHTERA
344,32,JAWA BARAT,KOTA SUKABUMI,355420,26600,8.02,10.64,9324000000    ,13.59,2022,38.7036283,TIDAK SEJAHTERA
345,32,JAWA BARAT,KOTA BANDUNG,2484150,109800,4.25,7.77,211251000000    ,14.23,2022,25.24853889,TIDAK SEJAHTERA
346,32,JAWA BARAT,KOTA CIREBON,338940,31500,9.82,8.41,18030000000    ,13.14,2022,41.23432781,CUKUP SEJAHTERA
347,32,JAWA BARAT,KOTA BEKASI,2598070,137400,4.43,6.98,73261000000    ,14.11,2022,26.20165551,TIDAK SEJAHTERA
348,32,JAWA BARAT,KOTA DEPOK,2113620,64400,2.53,7.6,52565000000    ,13.94,2022,23.10442757,TIDAK SEJAHTERA
349,32,JAWA BARAT,KOTA CIMAHI,582650,31200,5.11,4.17,24653000000    ,13.82,2022,34.01827145,TIDAK SEJAHTERA
350,32,JAWA BARAT,KOTA TASIKMALAYA,732480,87100,12.72,3.75,16781000000    ,13.47,2022,45.19281012,CUKUP SEJAHTERA
351,32,JAWA BARAT,KOTA BANJAR,205140,12700,6.73,9.81,3517000000    ,13.25,2022,37.35587225,TIDAK SEJAHTERA
352,32,JAWA BARAT,BOGOR,5627020,453800,7.27,8.11,176684000000    ,12.64,2023,27.31453774,TIDAK SEJAHTERA
353,32,JAWA BARAT,SUKABUMI,2802400,178700,7.01,4.16,52994000000    ,12.38,2023,30.19168378,TIDAK SEJAHTERA
354,32,JAWA BARAT,CIANJUR,2558140,240100,10.22,7.72,36340000000    ,12.03,2023,38.80272276,TIDAK SEJAHTERA
355,32,JAWA BARAT,BANDUNG,3721110,245500,6.4,6.49,92830000000    ,12.73,2023,27.23005677,TIDAK SEJAHTERA
356,32,JAWA BARAT,GARUT,2683670,260500,9.77,7.77,44087000000    ,12.16,2023,38.54633402,TIDAK SEJAHTERA
357,32,JAWA BARAT,TASIKMALAYA,1907050,186900,10.28,8.75,27599000000    ,12.63,2023,40.14558708,CUKUP SEJAHTERA
358,32,JAWA BARAT,CIAMIS,1251540,90800,7.42,9.87,25112000000    ,14.29,2023,35.74619538,TIDAK SEJAHTERA
359,32,JAWA BARAT,KUNINGAN,1201760,133900,12.12,10.31,19419000000    ,12.26,2023,43.98386773,CUKUP SEJAHTERA
360,32,JAWA BARAT,CIREBON,2360440,249200,11.2,9.63,37247000000    ,12.41,2023,41.69367152,CUKUP SEJAHTERA
361,32,JAWA BARAT,MAJALENGKA,1340620,138700,11.21,1.56,25793000000    ,12.26,2023,42.2722539,CUKUP SEJAHTERA
362,32,JAWA BARAT,SUMEDANG,1178240,111400,9.36,10.78,26877000000    ,13.01,2023,39.6223804,TIDAK SEJAHTERA
363,32,JAWA BARAT,INDRAMAYU,1894330,214700,12.13,8.83,67238000000    ,12.29,2023,43.91287461,CUKUP SEJAHTERA
364,32,JAWA BARAT,SUBANG,1649820,152300,9.52,9.55,31605000000    ,11.91,2023,39.01921473,TIDAK SEJAHTERA
365,32,JAWA BARAT,PURWAKARTA,1037070,81500,8.46,8.42,51741000000    ,12.18,2023,37.85007438,TIDAK SEJAHTERA
366,32,JAWA BARAT,KARAWANG,2526000,187200,7.87,8.81,187052000000    ,12.2,2023,33.39690323,TIDAK SEJAHTERA
367,32,JAWA BARAT,BEKASI,3237420,204100,4.93,7.82,279225000000    ,13.17,2023,26.30228011,TIDAK SEJAHTERA
368,32,JAWA BARAT,BANDUNG BARAT,1859640,179400,10.52,10.77,35062000000    ,11.91,2023,40.33763363,CUKUP SEJAHTERA
369,32,JAWA BARAT,PANGANDARAN,431460,36700,8.98,6.62,8870000000    ,12.3,2023,39.90446075,TIDAK SEJAHTERA
370,32,JAWA BARAT,KOTA BOGOR,1070720,75000,6.67,5.53,37055000000    ,13.45,2023,35.14061221,TIDAK SEJAHTERA
371,32,JAWA BARAT,KOTA SUKABUMI,360640,25000,7.5,8.47,9802000000    ,13.6,2023,37.9475755,TIDAK SEJAHTERA
372,32,JAWA BARAT,KOTA BANDUNG,2506600,102800,3.96,7.32,221969000000    ,14.24,2023,24.37965154,TIDAK SEJAHTERA
373,32,JAWA BARAT,KOTA CIREBON,341980,29500,9.16,7.71,18934000000    ,13.16,2023,40.30202699,CUKUP SEJAHTERA
374,32,JAWA BARAT,KOTA BEKASI,2627210,129400,4.1,6.52,77242000000    ,14.12,2023,25.19043638,TIDAK SEJAHTERA
375,32,JAWA BARAT,KOTA DEPOK,2145400,62000,2.38,7.33,55222000000    ,13.96,2023,22.58726312,TIDAK SEJAHTERA
376,32,JAWA BARAT,KOTA CIMAHI,590780,28600,4.66,3.89,25932000000    ,13.84,2023,33.27613374,TIDAK SEJAHTERA
377,32,JAWA BARAT,KOTA TASIKMALAYA,741760,79400,11.53,3.52,17782000000    ,13.49,2023,43.28368033,CUKUP SEJAHTERA
378,32,JAWA BARAT,KOTA BANJAR,207510,11700,6.14,9.49,3682000000    ,13.27,2023,36.56457487,TIDAK SEJAHTERA
379,32,JAWA BARAT,BOGOR,5682300,446800,7.05,7.65,185882000000    ,12.75,2024,26.32549359,TIDAK SEJAHTERA
380,32,JAWA BARAT,SUKABUMI,2828020,175900,6.87,4.12,55724000000    ,12.39,2024,29.70401548,TIDAK SEJAHTERA
381,32,JAWA BARAT,CIANJUR,2584990,239300,10.14,6.94,38208000000    ,12.04,2024,38.48454335,TIDAK SEJAHTERA
382,32,JAWA BARAT,BANDUNG,3753120,239900,6.19,6.46,97510000000    ,12.74,2024,26.47143802,TIDAK SEJAHTERA
383,32,JAWA BARAT,GARUT,2716950,259300,9.68,7.65,46271000000    ,12.17,2024,38.15506468,TIDAK SEJAHTERA
384,32,JAWA BARAT,TASIKMALAYA,1920920,186800,10.23,7.72,28880000000    ,12.64,2024,39.9811592,TIDAK SEJAHTERA
385,32,JAWA BARAT,CIAMIS,1259230,90800,7.39,8.95,26361000000    ,14.3,2024,35.64964547,TIDAK SEJAHTERA
386,32,JAWA BARAT,KUNINGAN,1213930,131800,11.88,8.87,20507000000    ,12.27,2024,43.49606453,CUKUP SEJAHTERA
387,32,JAWA BARAT,CIREBON,2387960,245900,11,8.11,39418000000    ,12.42,2024,41.09559163,CUKUP SEJAHTERA
388,32,JAWA BARAT,MAJALENGKA,1352540,134600,10.82,1.52,27439000000    ,12.27,2024,41.50028994,CUKUP SEJAHTERA
389,32,JAWA BARAT,SUMEDANG,1187130,108900,9.1,9.39,27966000000    ,13.02,2024,39.10993708,TIDAK SEJAHTERA
390,32,JAWA BARAT,INDRAMAYU,1914040,212100,11.93,8.53,68702000000    ,12.32,2024,43.40013873,CUKUP SEJAHTERA
391,32,JAWA BARAT,SUBANG,1663160,152600,9.49,8.83,33126000000    ,12.11,2024,38.90317082,TIDAK SEJAHTERA
392,32,JAWA BARAT,PURWAKARTA,1050340,81400,8.41,7.66,54142000000    ,12.25,2024,37.68938568,TIDAK SEJAHTERA
393,32,JAWA BARAT,KARAWANG,2554380,187800,7.86,7.9,194903000000    ,12.21,2024,33.22697249,TIDAK SEJAHTERA
394,32,JAWA BARAT,BEKASI,3273870,204500,4.8,6.97,293665000000    ,13.18,2024,25.92682679,TIDAK SEJAHTERA
395,32,JAWA BARAT,BANDUNG BARAT,1884190,179700,10.49,10.52,36794000000    ,12,2024,40.15172923,CUKUP SEJAHTERA
396,32,JAWA BARAT,PANGANDARAN,434100,36000,8.75,6.55,9324000000    ,12.31,2024,39.56145556,TIDAK SEJAHTERA
397,32,JAWA BARAT,KOTA BOGOR,1078350,73900,6.53,5.43,38965000000    ,13.51,2024,34.85411841,TIDAK SEJAHTERA
398,32,JAWA BARAT,KOTA SUKABUMI,365740,24100,7.2,7.34,10303000000    ,13.62,2024,37.49432277,TIDAK SEJAHTERA
399,32,JAWA BARAT,KOTA BANDUNG,2528160,101100,3.87,7.11,233054000000    ,14.25,2024,24.03522653,TIDAK SEJAHTERA
400,32,JAWA BARAT,KOTA CIREBON,344850,29200,9.02,5.99,19884000000    ,13.17,2024,40.08710855,CUKUP SEJAHTERA
401,32,JAWA BARAT,KOTA BEKASI,2644060,128800,4.01,6.36,81252000000    ,14.14,2024,24.93299182,TIDAK SEJAHTERA
402,32,JAWA BARAT,KOTA DEPOK,2163640,62600,2.34,6.96,58242000000    ,14.11,2024,22.44433647,TIDAK SEJAHTERA
403,32,JAWA BARAT,KOTA CIMAHI,598700,27000,4.39,3.74,27297000000    ,13.85,2024,32.80482275,TIDAK SEJAHTERA
404,32,JAWA BARAT,KOTA TASIKMALAYA,750730,76700,11.1,3.37,18710000000    ,13.5,2024,42.55519431,CUKUP SEJAHTERA
405,32,JAWA BARAT,KOTA BANJAR,209790,11200,5.85,7.78,3884000000    ,13.28,2024,36.16191462,TIDAK SEJAHTERA
,,,,,,,,,,,,
,,,,,,,,,,,,
